Border,Date,Measure,Sum,Avg
US-Canada Border,06/01/2017 12:00:00 AM,Truck Containers Empty,154521,2060
US-Canada Border,06/01/2017 12:00:00 AM,Truck Containers Full,369320,5129
US-Canada Border,06/01/2017 12:00:00 AM,Trucks,512687,6572
US-Canada Border,05/01/2017 12:00:00 AM,Bus Passengers,194863,3976
US-Canada Border,05/01/2017 12:00:00 AM,Buses,9078,181
US-Canada Border,05/01/2017 12:00:00 AM,Pedestrians,35628,1047
US-Canada Border,05/01/2017 12:00:00 AM,Personal Vehicle Passengers,3907196,46514
US-Canada Border,05/01/2017 12:00:00 AM,Personal Vehicles,2216491,26386
US-Canada Border,05/01/2017 12:00:00 AM,Rail Containers Empty,68963,2998
US-Canada Border,05/01/2017 12:00:00 AM,Rail Containers Full,145485,6325
US-Canada Border,05/01/2017 12:00:00 AM,Train Passengers,28535,1188
US-Canada Border,05/01/2017 12:00:00 AM,Trains,1947,81
US-Canada Border,05/01/2017 12:00:00 AM,Truck Containers Empty,196574,2620
US-Canada Border,05/01/2017 12:00:00 AM,Truck Containers Full,497746,6464
US-Canada Border,05/01/2017 12:00:00 AM,Trucks,527854,6855
US-Canada Border,04/01/2017 12:00:00 AM,Bus Passengers,135870,3019
US-Canada Border,04/01/2017 12:00:00 AM,Buses,5923,131
US-Canada Border,04/01/2017 12:00:00 AM,Pedestrians,25111,784
US-Canada Border,04/01/2017 12:00:00 AM,Personal Vehicle Passengers,3697116,45086
US-Canada Border,04/01/2017 12:00:00 AM,Personal Vehicles,2037095,24842
US-Canada Border,04/01/2017 12:00:00 AM,Rail Containers Empty,66507,2891
US-Canada Border,04/01/2017 12:00:00 AM,Rail Containers Full,146666,6376
US-Canada Border,04/01/2017 12:00:00 AM,Train Passengers,13589,590
US-Canada Border,04/01/2017 12:00:00 AM,Trains,1906,79
US-Canada Border,04/01/2017 12:00:00 AM,Truck Containers Empty,201179,2682
US-Canada Border,04/01/2017 12:00:00 AM,Truck Containers Full,492354,6478
US-Canada Border,04/01/2017 12:00:00 AM,Trucks,477189,6197
US-Canada Border,03/01/2017 12:00:00 AM,Bus Passengers,93673,1951
US-Canada Border,03/01/2017 12:00:00 AM,Buses,4846,98
US-Canada Border,03/01/2017 12:00:00 AM,Pedestrians,14144,416
US-Canada Border,03/01/2017 12:00:00 AM,Personal Vehicle Passengers,3408603,41067
US-Canada Border,03/01/2017 12:00:00 AM,Personal Vehicles,1945409,23438
US-Canada Border,03/01/2017 12:00:00 AM,Rail Containers Empty,66916,2909
US-Canada Border,03/01/2017 12:00:00 AM,Rail Containers Full,144585,6286
US-Canada Border,03/01/2017 12:00:00 AM,Train Passengers,13184,527
US-Canada Border,03/01/2017 12:00:00 AM,Trains,1935,80
US-Canada Border,03/01/2017 12:00:00 AM,Truck Containers Empty,155986,1999
US-Canada Border,03/01/2017 12:00:00 AM,Truck Containers Full,377348,5031
US-Canada Border,03/01/2017 12:00:00 AM,Trucks,522488,6613
US-Canada Border,02/01/2017 12:00:00 AM,Bus Passengers,88227,1838
US-Canada Border,02/01/2017 12:00:00 AM,Buses,4592,93
US-Canada Border,02/01/2017 12:00:00 AM,Pedestrians,12616,371
US-Canada Border,02/01/2017 12:00:00 AM,Personal Vehicle Passengers,2878409,34679
US-Canada Border,02/01/2017 12:00:00 AM,Personal Vehicles,1664326,20052
US-Canada Border,02/01/2017 12:00:00 AM,Rail Containers Empty,57223,2487
US-Canada Border,02/01/2017 12:00:00 AM,Rail Containers Full,133782,5816
US-Canada Border,02/01/2017 12:00:00 AM,Train Passengers,10640,425
US-Canada Border,02/01/2017 12:00:00 AM,Trains,1744,72
US-Canada Border,02/01/2017 12:00:00 AM,Truck Containers Empty,137539,1763
US-Canada Border,02/01/2017 12:00:00 AM,Truck Containers Full,325352,4338
US-Canada Border,02/01/2017 12:00:00 AM,Trucks,453800,5744
US-Canada Border,01/01/2017 12:00:00 AM,Bus Passengers,84754,1765
US-Canada Border,01/01/2017 12:00:00 AM,Buses,4520,92
US-Canada Border,01/01/2017 12:00:00 AM,Pedestrians,13537,398
US-Canada Border,01/01/2017 12:00:00 AM,Personal Vehicle Passengers,3117590,37561
US-Canada Border,01/01/2017 12:00:00 AM,Personal Vehicles,1758783,21448
US-Canada Border,01/01/2017 12:00:00 AM,Rail Containers Empty,56173,2442
US-Canada Border,01/01/2017 12:00:00 AM,Rail Containers Full,141892,6169
US-Canada Border,01/01/2017 12:00:00 AM,Train Passengers,13783,551
US-Canada Border,01/01/2017 12:00:00 AM,Trains,1822,75
US-Canada Border,01/01/2017 12:00:00 AM,Truck Containers Empty,142520,1827
US-Canada Border,01/01/2017 12:00:00 AM,Truck Containers Full,350234,4669
US-Canada Border,01/01/2017 12:00:00 AM,Trucks,483159,6115
US-Canada Border,12/01/2016 12:00:00 AM,Bus Passengers,104876,1498
US-Canada Border,12/01/2016 12:00:00 AM,Buses,4707,67
US-Canada Border,12/01/2016 12:00:00 AM,Pedestrians,14316,280
US-Canada Border,12/01/2016 12:00:00 AM,Personal Vehicle Passengers,3661312,43074
US-Canada Border,12/01/2016 12:00:00 AM,Personal Vehicles,2001120,23542
US-Canada Border,12/01/2016 12:00:00 AM,Rail Containers Empty,48508,2021
US-Canada Border,12/01/2016 12:00:00 AM,Rail Containers Full,128793,5366
US-Canada Border,12/01/2016 12:00:00 AM,Train Passengers,15120,560
US-Canada Border,12/01/2016 12:00:00 AM,Trains,2431,93
US-Canada Border,12/01/2016 12:00:00 AM,Truck Containers Empty,82752,1133
US-Canada Border,12/01/2016 12:00:00 AM,Truck Containers Full,340124,4790
US-Canada Border,12/01/2016 12:00:00 AM,Trucks,429874,5307
US-Canada Border,11/01/2016 12:00:00 AM,Bus Passengers,115672,1652
US-Canada Border,11/01/2016 12:00:00 AM,Buses,5577,79
US-Canada Border,11/01/2016 12:00:00 AM,Pedestrians,21239,416
US-Canada Border,11/01/2016 12:00:00 AM,Personal Vehicle Passengers,3505423,41240
US-Canada Border,11/01/2016 12:00:00 AM,Personal Vehicles,2021594,23783
US-Canada Border,11/01/2016 12:00:00 AM,Rail Containers Empty,54951,2289
US-Canada Border,11/01/2016 12:00:00 AM,Rail Containers Full,134162,5590
US-Canada Border,11/01/2016 12:00:00 AM,Train Passengers,12683,469
US-Canada Border,11/01/2016 12:00:00 AM,Trains,2561,98
US-Canada Border,11/01/2016 12:00:00 AM,Truck Containers Empty,95053,1302
US-Canada Border,11/01/2016 12:00:00 AM,Truck Containers Full,403023,5676
US-Canada Border,11/01/2016 12:00:00 AM,Trucks,492637,6081
US-Canada Border,10/01/2016 12:00:00 AM,Bus Passengers,173454,2477
US-Canada Border,10/01/2016 12:00:00 AM,Buses,7169,102
US-Canada Border,10/01/2016 12:00:00 AM,Pedestrians,55918,1096
US-Canada Border,10/01/2016 12:00:00 AM,Personal Vehicle Passengers,4098627,48219
US-Canada Border,10/01/2016 12:00:00 AM,Personal Vehicles,2347186,27613
US-Canada Border,10/01/2016 12:00:00 AM,Rail Containers Empty,55523,2313
US-Canada Border,10/01/2016 12:00:00 AM,Rail Containers Full,133695,5570
US-Canada Border,10/01/2016 12:00:00 AM,Train Passengers,16532,612
US-Canada Border,10/01/2016 12:00:00 AM,Trains,2646,101
US-Canada Border,10/01/2016 12:00:00 AM,Truck Containers Empty,95227,1304
US-Canada Border,10/01/2016 12:00:00 AM,Truck Containers Full,398946,5618
US-Canada Border,10/01/2016 12:00:00 AM,Trucks,505275,6237
US-Canada Border,09/01/2016 12:00:00 AM,Bus Passengers,201342,2876
US-Canada Border,09/01/2016 12:00:00 AM,Buses,8220,117
US-Canada Border,09/01/2016 12:00:00 AM,Pedestrians,50712,994
US-Canada Border,09/01/2016 12:00:00 AM,Personal Vehicle Passengers,4511235,53073
US-Canada Border,09/01/2016 12:00:00 AM,Personal Vehicles,2504409,29463
US-Canada Border,09/01/2016 12:00:00 AM,Rail Containers Empty,52410,2183
US-Canada Border,09/01/2016 12:00:00 AM,Rail Containers Full,127837,5326
US-Canada Border,09/01/2016 12:00:00 AM,Train Passengers,29351,1087
US-Canada Border,09/01/2016 12:00:00 AM,Trains,2486,95
US-Canada Border,09/01/2016 12:00:00 AM,Truck Containers Empty,97301,1332
US-Canada Border,09/01/2016 12:00:00 AM,Truck Containers Full,404577,5698
US-Canada Border,09/01/2016 12:00:00 AM,Trucks,497132,6137
US-Canada Border,08/01/2016 12:00:00 AM,Bus Passengers,237896,3398
US-Canada Border,08/01/2016 12:00:00 AM,Buses,9832,140
US-Canada Border,08/01/2016 12:00:00 AM,Pedestrians,73314,1437
US-Canada Border,08/01/2016 12:00:00 AM,Personal Vehicle Passengers,6060320,71297
US-Canada Border,08/01/2016 12:00:00 AM,Personal Vehicles,3006638,35372
US-Canada Border,08/01/2016 12:00:00 AM,Rail Containers Empty,57319,2388
US-Canada Border,08/01/2016 12:00:00 AM,Rail Containers Full,137058,5710
US-Canada Border,08/01/2016 12:00:00 AM,Train Passengers,46816,1733
US-Canada Border,08/01/2016 12:00:00 AM,Trains,2553,98
US-Canada Border,08/01/2016 12:00:00 AM,Truck Containers Empty,108995,1493
US-Canada Border,08/01/2016 12:00:00 AM,Truck Containers Full,428504,6035
US-Canada Border,08/01/2016 12:00:00 AM,Trucks,522773,6453
US-Canada Border,07/01/2016 12:00:00 AM,Bus Passengers,245107,2883
US-Canada Border,07/01/2016 12:00:00 AM,Buses,10518,123
US-Canada Border,07/01/2016 12:00:00 AM,Pedestrians,79516,935
US-Canada Border,07/01/2016 12:00:00 AM,Personal Vehicle Passengers,6280015,73882
US-Canada Border,07/01/2016 12:00:00 AM,Personal Vehicles,3073037,36153
US-Canada Border,07/01/2016 12:00:00 AM,Rail Containers Empty,49013,576
US-Canada Border,07/01/2016 12:00:00 AM,Rail Containers Full,122130,1436
US-Canada Border,07/01/2016 12:00:00 AM,Train Passengers,46347,545
US-Canada Border,07/01/2016 12:00:00 AM,Trains,2322,27
US-Canada Border,07/01/2016 12:00:00 AM,Truck Containers Empty,82530,970
US-Canada Border,07/01/2016 12:00:00 AM,Truck Containers Full,338283,3979
US-Canada Border,07/01/2016 12:00:00 AM,Trucks,453281,5332
US-Canada Border,06/01/2016 12:00:00 AM,Bus Passengers,218490,2570
US-Canada Border,06/01/2016 12:00:00 AM,Buses,10339,121
US-Canada Border,06/01/2016 12:00:00 AM,Pedestrians,53150,625
US-Canada Border,06/01/2016 12:00:00 AM,Personal Vehicle Passengers,4582280,53909
US-Canada Border,06/01/2016 12:00:00 AM,Personal Vehicles,2542448,29911
US-Canada Border,06/01/2016 12:00:00 AM,Rail Containers Empty,48600,571
US-Canada Border,06/01/2016 12:00:00 AM,Rail Containers Full,116621,1372
US-Canada Border,06/01/2016 12:00:00 AM,Train Passengers,39270,462
US-Canada Border,06/01/2016 12:00:00 AM,Trains,2332,27
US-Canada Border,06/01/2016 12:00:00 AM,Truck Containers Empty,98837,1162
US-Canada Border,06/01/2016 12:00:00 AM,Truck Containers Full,394620,4642
US-Canada Border,06/01/2016 12:00:00 AM,Trucks,517164,6084
US-Canada Border,05/01/2016 12:00:00 AM,Bus Passengers,211733,2490
US-Canada Border,05/01/2016 12:00:00 AM,Buses,9478,111
US-Canada Border,05/01/2016 12:00:00 AM,Pedestrians,40201,472
US-Canada Border,05/01/2016 12:00:00 AM,Personal Vehicle Passengers,4179571,49171
US-Canada Border,05/01/2016 12:00:00 AM,Personal Vehicles,2334818,27468
US-Canada Border,05/01/2016 12:00:00 AM,Rail Containers Empty,58135,683
US-Canada Border,05/01/2016 12:00:00 AM,Rail Containers Full,129560,1524
US-Canada Border,05/01/2016 12:00:00 AM,Train Passengers,27583,324
US-Canada Border,05/01/2016 12:00:00 AM,Trains,2475,29
US-Canada Border,05/01/2016 12:00:00 AM,Truck Containers Empty,109408,1287
US-Canada Border,05/01/2016 12:00:00 AM,Truck Containers Full,423092,4977
US-Canada Border,05/01/2016 12:00:00 AM,Trucks,507631,5972
US-Canada Border,04/01/2016 12:00:00 AM,Bus Passengers,132435,1558
US-Canada Border,04/01/2016 12:00:00 AM,Buses,6448,75
US-Canada Border,04/01/2016 12:00:00 AM,Pedestrians,27101,318
US-Canada Border,04/01/2016 12:00:00 AM,Personal Vehicle Passengers,3468183,40802
US-Canada Border,04/01/2016 12:00:00 AM,Personal Vehicles,2012348,23674
US-Canada Border,04/01/2016 12:00:00 AM,Rail Containers Empty,54922,646
US-Canada Border,04/01/2016 12:00:00 AM,Rail Containers Full,132283,1556
US-Canada Border,04/01/2016 12:00:00 AM,Train Passengers,13990,164
US-Canada Border,04/01/2016 12:00:00 AM,Trains,2414,28
US-Canada Border,04/01/2016 12:00:00 AM,Truck Containers Empty,101057,1188
US-Canada Border,04/01/2016 12:00:00 AM,Truck Containers Full,406150,4778
US-Canada Border,04/01/2016 12:00:00 AM,Trucks,489728,5761
US-Canada Border,03/01/2016 12:00:00 AM,Bus Passengers,109134,1283
US-Canada Border,03/01/2016 12:00:00 AM,Buses,5627,66
US-Canada Border,03/01/2016 12:00:00 AM,Pedestrians,19566,230
US-Canada Border,03/01/2016 12:00:00 AM,Personal Vehicle Passengers,3547669,41737
US-Canada Border,03/01/2016 12:00:00 AM,Personal Vehicles,1984033,23341
US-Canada Border,03/01/2016 12:00:00 AM,Rail Containers Empty,54374,639
US-Canada Border,03/01/2016 12:00:00 AM,Rail Containers Full,136585,1606
US-Canada Border,03/01/2016 12:00:00 AM,Train Passengers,15124,177
US-Canada Border,03/01/2016 12:00:00 AM,Trains,2507,29
US-Canada Border,03/01/2016 12:00:00 AM,Truck Containers Empty,103231,1214
US-Canada Border,03/01/2016 12:00:00 AM,Truck Containers Full,420622,4948
US-Canada Border,03/01/2016 12:00:00 AM,Trucks,515426,6063
US-Canada Border,02/01/2016 12:00:00 AM,Bus Passengers,97397,1145
US-Canada Border,02/01/2016 12:00:00 AM,Buses,5156,60
US-Canada Border,02/01/2016 12:00:00 AM,Pedestrians,12084,142
US-Canada Border,02/01/2016 12:00:00 AM,Personal Vehicle Passengers,2814649,33113
US-Canada Border,02/01/2016 12:00:00 AM,Personal Vehicles,1664473,19582
US-Canada Border,02/01/2016 12:00:00 AM,Rail Containers Empty,50203,590
US-Canada Border,02/01/2016 12:00:00 AM,Rail Containers Full,131342,1545
US-Canada Border,02/01/2016 12:00:00 AM,Train Passengers,11837,139
US-Canada Border,02/01/2016 12:00:00 AM,Trains,2320,27
US-Canada Border,02/01/2016 12:00:00 AM,Truck Containers Empty,100057,1177
US-Canada Border,02/01/2016 12:00:00 AM,Truck Containers Full,401214,4720
US-Canada Border,02/01/2016 12:00:00 AM,Trucks,476753,5608
US-Canada Border,01/01/2016 12:00:00 AM,Bus Passengers,91758,1079
US-Canada Border,01/01/2016 12:00:00 AM,Buses,5163,60
US-Canada Border,01/01/2016 12:00:00 AM,Pedestrians,14403,169
US-Canada Border,01/01/2016 12:00:00 AM,Personal Vehicle Passengers,3102963,36505
US-Canada Border,01/01/2016 12:00:00 AM,Personal Vehicles,1827800,21503
US-Canada Border,01/01/2016 12:00:00 AM,Rail Containers Empty,50548,594
US-Canada Border,01/01/2016 12:00:00 AM,Rail Containers Full,135861,1598
US-Canada Border,01/01/2016 12:00:00 AM,Train Passengers,12535,147
US-Canada Border,01/01/2016 12:00:00 AM,Trains,2439,28
US-Canada Border,01/01/2016 12:00:00 AM,Truck Containers Empty,100769,1185
US-Canada Border,01/01/2016 12:00:00 AM,Truck Containers Full,401162,4719
US-Canada Border,01/01/2016 12:00:00 AM,Trucks,470264,5532
US-Canada Border,12/01/2015 12:00:00 AM,Bus Passengers,109880,1292
US-Canada Border,12/01/2015 12:00:00 AM,Buses,5297,62
US-Canada Border,12/01/2015 12:00:00 AM,Pedestrians,18664,219
US-Canada Border,12/01/2015 12:00:00 AM,Personal Vehicle Passengers,3753777,44162
US-Canada Border,12/01/2015 12:00:00 AM,Personal Vehicles,2051559,24135
US-Canada Border,12/01/2015 12:00:00 AM,Rail Containers Empty,49783,585
US-Canada Border,12/01/2015 12:00:00 AM,Rail Containers Full,129075,1518
US-Canada Border,12/01/2015 12:00:00 AM,Train Passengers,14133,166
US-Canada Border,12/01/2015 12:00:00 AM,Trains,2426,28
US-Canada Border,12/01/2015 12:00:00 AM,Truck Containers Empty,81862,963
US-Canada Border,12/01/2015 12:00:00 AM,Truck Containers Full,321599,3783
US-Canada Border,12/01/2015 12:00:00 AM,Trucks,443072,5212
US-Canada Border,11/01/2015 12:00:00 AM,Bus Passengers,115394,1357
US-Canada Border,11/01/2015 12:00:00 AM,Buses,5605,65
US-Canada Border,11/01/2015 12:00:00 AM,Pedestrians,19487,229
US-Canada Border,11/01/2015 12:00:00 AM,Personal Vehicle Passengers,3549922,41763
US-Canada Border,11/01/2015 12:00:00 AM,Personal Vehicles,2055745,24185
US-Canada Border,11/01/2015 12:00:00 AM,Rail Containers Empty,54134,636
US-Canada Border,11/01/2015 12:00:00 AM,Rail Containers Full,130876,1539
US-Canada Border,11/01/2015 12:00:00 AM,Train Passengers,12255,144
US-Canada Border,11/01/2015 12:00:00 AM,Trains,2503,29
US-Canada Border,11/01/2015 12:00:00 AM,Truck Containers Empty,93427,1099
US-Canada Border,11/01/2015 12:00:00 AM,Truck Containers Full,383318,4509
US-Canada Border,11/01/2015 12:00:00 AM,Trucks,486513,5723
US-Canada Border,10/01/2015 12:00:00 AM,Bus Passengers,176348,2074
US-Canada Border,10/01/2015 12:00:00 AM,Buses,7746,91
US-Canada Border,10/01/2015 12:00:00 AM,Pedestrians,51648,607
US-Canada Border,10/01/2015 12:00:00 AM,Personal Vehicle Passengers,4026249,47367
US-Canada Border,10/01/2015 12:00:00 AM,Personal Vehicles,2326048,27365
US-Canada Border,10/01/2015 12:00:00 AM,Rail Containers Empty,60353,710
US-Canada Border,10/01/2015 12:00:00 AM,Rail Containers Full,140984,1658
US-Canada Border,10/01/2015 12:00:00 AM,Train Passengers,16452,193
US-Canada Border,10/01/2015 12:00:00 AM,Trains,2709,31
US-Canada Border,10/01/2015 12:00:00 AM,Truck Containers Empty,96243,1132
US-Canada Border,10/01/2015 12:00:00 AM,Truck Containers Full,385921,4540
US-Canada Border,10/01/2015 12:00:00 AM,Trucks,508661,5984
US-Canada Border,09/01/2015 12:00:00 AM,Bus Passengers,218772,2573
US-Canada Border,09/01/2015 12:00:00 AM,Buses,9425,110
US-Canada Border,09/01/2015 12:00:00 AM,Pedestrians,45922,540
US-Canada Border,09/01/2015 12:00:00 AM,Personal Vehicle Passengers,4363739,51338
US-Canada Border,09/01/2015 12:00:00 AM,Personal Vehicles,2494332,29345
US-Canada Border,09/01/2015 12:00:00 AM,Rail Containers Empty,56083,659
US-Canada Border,09/01/2015 12:00:00 AM,Rail Containers Full,130992,1541
US-Canada Border,09/01/2015 12:00:00 AM,Train Passengers,32000,376
US-Canada Border,09/01/2015 12:00:00 AM,Trains,2554,30
US-Canada Border,09/01/2015 12:00:00 AM,Truck Containers Empty,105094,1236
US-Canada Border,09/01/2015 12:00:00 AM,Truck Containers Full,410672,4831
US-Canada Border,09/01/2015 12:00:00 AM,Trucks,500069,5883
US-Canada Border,08/01/2015 12:00:00 AM,Bus Passengers,249317,2933
US-Canada Border,08/01/2015 12:00:00 AM,Buses,10844,127
US-Canada Border,08/01/2015 12:00:00 AM,Pedestrians,75643,889
US-Canada Border,08/01/2015 12:00:00 AM,Personal Vehicle Passengers,6242965,73446
US-Canada Border,08/01/2015 12:00:00 AM,Personal Vehicles,3096150,36425
US-Canada Border,08/01/2015 12:00:00 AM,Rail Containers Empty,63845,751
US-Canada Border,08/01/2015 12:00:00 AM,Rail Containers Full,135950,1599
US-Canada Border,08/01/2015 12:00:00 AM,Train Passengers,44515,523
US-Canada Border,08/01/2015 12:00:00 AM,Trains,2610,30
US-Canada Border,08/01/2015 12:00:00 AM,Truck Containers Empty,109574,1289
US-Canada Border,08/01/2015 12:00:00 AM,Truck Containers Full,396724,4667
US-Canada Border,08/01/2015 12:00:00 AM,Trucks,480690,5655
US-Canada Border,07/01/2015 12:00:00 AM,Bus Passengers,250710,2949
US-Canada Border,07/01/2015 12:00:00 AM,Buses,10982,129
US-Canada Border,07/01/2015 12:00:00 AM,Pedestrians,73719,867
US-Canada Border,07/01/2015 12:00:00 AM,Personal Vehicle Passengers,6406540,75371
US-Canada Border,07/01/2015 12:00:00 AM,Personal Vehicles,3161647,37195
US-Canada Border,07/01/2015 12:00:00 AM,Rail Containers Empty,61164,719
US-Canada Border,07/01/2015 12:00:00 AM,Rail Containers Full,127074,1494
US-Canada Border,07/01/2015 12:00:00 AM,Train Passengers,45820,539
